INDICATOR_ID,INDICATOR_LABEL_EN
GAR.5T8.URB.Q2.M,"Gross attendance ratio for tertiary education, urban, second quintile, male (%)"
GAR.5T8.URB.Q3,"Gross attendance ratio for tertiary education, urban, middle quintile, both sexes (%)"
GAR.5T8.URB.Q3.F,"Gross attendance ratio for tertiary education, urban, middle quintile, female (%)"
GAR.5T8.URB.Q3.GPIA,"Gross attendance ratio for tertiary education, urban, middle quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q3.M,"Gross attendance ratio for tertiary education, urban, middle quintile, male (%)"
GAR.5T8.URB.Q4,"Gross attendance ratio for tertiary education, urban, fourth quintile, both sexes (%)"
GAR.5T8.URB.Q4.F,"Gross attendance ratio for tertiary education, urban, fourth quintile, female (%)"
GAR.5T8.URB.Q4.GPIA,"Gross attendance ratio for tertiary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q4.M,"Gross attendance ratio for tertiary education, urban, fourth quintile, male (%)"
GAR.5T8.URB.Q5,"Gross attendance ratio for tertiary education, urban, richest quintile, both sexes (%)"
GAR.5T8.URB.Q5.F,"Gross attendance ratio for tertiary education, urban, richest quintile, female (%)"
GAR.5T8.URB.Q5.GPIA,"Gross attendance ratio for tertiary education, urban, richest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q5.M,"Gross attendance ratio for tertiary education, urban, richest quintile, male (%)"
GAR.5T8.URB.WPIA,"Gross attendance ratio for tertiary education, urban, adjusted wealth parity index (WPIA)"
GAR.5T8.WPIA,"Gross attendance ratio for tertiary education, adjusted wealth parity index (WPIA)"
GCS.CURRICULA,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GCS.LOWERSEC,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, both sexes (%)"
GCS.LOWERSEC.COG,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, both sexes (%)"
GCS.LOWERSEC.COG.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, female (%)"
GCS.LOWERSEC.COG.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.COG.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, high socio-economic status (%)"
GCS.LOWERSEC.COG.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, low socio-economic status (%)"
GCS.LOWERSEC.COG.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, adjusted location parity index (LPIA)"
GCS.LOWERSEC.COG.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, male (%)"
GCS.LOWERSEC.COG.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, rural (%)"
GCS.LOWERSEC.COG.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, urban (%)"
GCS.LOWERSEC.COG.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, female (%)"
GCS.LOWERSEC.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, high socio-economic status (%)"
GCS.LOWERSEC.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, low socio-economic status (%)"
GCS.LOWERSEC.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, adjusted location parity index (LPIA)"
GCS.LOWERSEC.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, male (%)"
GCS.LOWERSEC.NCOG.FREE,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, both sexes (%)"
GCS.LOWERSEC.NCOG.FREE.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, female (%)"
GCS.LOWERSEC.NCOG.FREE.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.FREE.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, high socio-economic status (%)"
GCS.LOWERSEC.NCOG.FREE.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.FREE.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, adjusted location parity index (LPIA)"
GCS.LOWERSEC.NCOG.FREE.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, male (%)"
GCS.LOWERSEC.NCOG.FREE.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, rural (%)"
GCS.LOWERSEC.NCOG.FREE.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, urban (%)"
GCS.LOWERSEC.NCOG.FREE.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.NCOG.GEQU,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, both sexes (%)"
GCS.LOWERSEC.NCOG.GEQU.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, female (%)"
GCS.LOWERSEC.NCOG.GEQU.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.GEQU.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, high socio-economic status (%)"
GCS.LOWERSEC.NCOG.GEQU.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.GEQU.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, adjusted location parity index (LPIA)"
GCS.LOWERSEC.NCOG.GEQU.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, male (%)"
GCS.LOWERSEC.NCOG.GEQU.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, rural (%)"
GCS.LOWERSEC.NCOG.GEQU.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, urban (%)"
GCS.LOWERSEC.NCOG.GEQU.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.NCOG.GLOC,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, both sexes (%)"
GCS.LOWERSEC.NCOG.GLOC.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, female (%)"
GCS.LOWERSEC.NCOG.GLOC.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.GLOC.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, high socio-economic status (%)"
GCS.LOWERSEC.NCOG.GLOC.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.GLOC.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, adjusted location parity index (LPIA)"
GCS.LOWERSEC.NCOG.GLOC.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, male (%)"
GCS.LOWERSEC.NCOG.GLOC.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, rural (%)"
GCS.LOWERSEC.NCOG.GLOC.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, urban (%)"
GCS.LOWERSEC.NCOG.GLOC.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.NCOG.MULT,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, both sexes (%)"
GCS.LOWERSEC.NCOG.MULT.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, female (%)"
GCS.LOWERSEC.NCOG.MULT.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.MULT.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, high socio-economic status (%)"
GCS.LOWERSEC.NCOG.MULT.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.MULT.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, adjusted location parity index (LPIA)"
GCS.LOWERSEC.NCOG.MULT.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, male (%)"
GCS.LOWERSEC.NCOG.MULT.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, rural (%)"
GCS.LOWERSEC.NCOG.MULT.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, urban (%)"
GCS.LOWERSEC.NCOG.MULT.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.NCOG.PEAC,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, both sexes (%)"
GCS.LOWERSEC.NCOG.PEAC.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, female (%)"
GCS.LOWERSEC.NCOG.PEAC.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.PEAC.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, high socio-economic status (%)"
GCS.LOWERSEC.NCOG.PEAC.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.PEAC.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, adjusted location parity index (LPIA)"
GCS.LOWERSEC.NCOG.PEAC.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, male (%)"
GCS.LOWERSEC.NCOG.PEAC.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, rural (%)"
GCS.LOWERSEC.NCOG.PEAC.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, urban (%)"
GCS.LOWERSEC.NCOG.PEAC.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.NCOG.SDEV,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, both sexes (%)"
GCS.LOWERSEC.NCOG.SDEV.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, female (%)"
GCS.LOWERSEC.NCOG.SDEV.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.SDEV.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, high socio-economic status (%)"
GCS.LOWERSEC.NCOG.SDEV.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.SDEV.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, adjusted location parity index (LPIA)"
GCS.LOWERSEC.NCOG.SDEV.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, male (%)"
GCS.LOWERSEC.NCOG.SDEV.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, rural (%)"
GCS.LOWERSEC.NCOG.SDEV.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, urban (%)"
GCS.LOWERSEC.NCOG.SDEV.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.NCOG.SJUS,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, both sexes (%)"
GCS.LOWERSEC.NCOG.SJUS.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, female (%)"
GCS.LOWERSEC.NCOG.SJUS.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, adjusted gender parity index (GPIA)"
GCS.LOWERSEC.NCOG.SJUS.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, high socio-economic status (%)"
GCS.LOWERSEC.NCOG.SJUS.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, low socio-economic status (%)"
GCS.LOWERSEC.NCOG.SJUS.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, adjusted location parity index (LPIA)"
GCS.LOWERSEC.NCOG.SJUS.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, male (%)"
GCS.LOWERSEC.NCOG.SJUS.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, rural (%)"
GCS.LOWERSEC.NCOG.SJUS.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, urban (%)"
GCS.LOWERSEC.NCOG.SJUS.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, adjusted wealth parity index (WPIA)"
GCS.LOWERSEC.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, rural (%)"
GCS.LOWERSEC.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, urban (%)"
GCS.LOWERSEC.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, adjusted wealth parity index (WPIA)"
GCS.NATLEDUPOL,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GCS.STUDENTASSESSMENT,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GCS.TEACHEDU,"Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies"
GER.5T8,"Gross enrolment ratio for tertiary education, both sexes (%)"
GER.5T8.F,"Gross enrolment ratio for tertiary education, female (%)"
GER.5T8.GPIA,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)"
GER.5T8.M,"Gross enrolment ratio for tertiary education, male (%)"
ICTSKILLARSP,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, both sexes (%)"
ICTSKILLARSP.AG15T24,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 15-24 years old, both sexes (%)"
ICTSKILLARSP.AG15T24.F,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 15-24 years old, female (%)"
ICTSKILLARSP.AG15T24.GPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLARSP.AG15T24.M,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 15-24 years old, male (%)"
ICTSKILLARSP.AG25T74,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 25-74 years old, both sexes (%)"
ICTSKILLARSP.AG25T74.F,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 25-74 years old, female (%)"
ICTSKILLARSP.AG25T74.GPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLARSP.AG25T74.M,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 25-74 years old, male (%)"
ICTSKILLARSP.AG75OROVER,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 75 years old or over, both sexes (%)"
ICTSKILLARSP.AG75OROVER.F,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 75 years old or over, female (%)"
ICTSKILLARSP.AG75OROVER.GPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLARSP.AG75OROVER.M,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, 75 years old or over, male (%)"
ICTSKILLARSP.AGUNDER15Y,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, under 15 years old, both sexes (%)"
ICTSKILLARSP.AGUNDER15Y.F,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, under 15 years old, female (%)"
ICTSKILLARSP.AGUNDER15Y.GPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLARSP.AGUNDER15Y.M,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, under 15 years old, male (%)"
ICTSKILLARSP.F,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, female (%)"
ICTSKILLARSP.F.LPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, female, adjusted location parity index (LPIA)"
ICTSKILLARSP.GPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, adjusted gender parity index (GPIA)"
ICTSKILLARSP.LPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, adjusted location parity index (LPIA)"
ICTSKILLARSP.M,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, male (%)"
ICTSKILLARSP.M.LPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, male, adjusted location parity index (LPIA)"
ICTSKILLARSP.RUR,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, rural, both sexes (%)"
ICTSKILLARSP.RUR.F,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, rural, female (%)"
ICTSKILLARSP.RUR.GPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, rural, adjusted gender parity index (GPIA)"
ICTSKILLARSP.RUR.M,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, rural, male (%)"
ICTSKILLARSP.URB,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, urban, both sexes (%)"
ICTSKILLARSP.URB.F,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, urban, female (%)"
ICTSKILLARSP.URB.GPIA,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, urban, adjusted gender parity index (GPIA)"
ICTSKILLARSP.URB.M,"Proportion of youth and adults that used basic arithmetic formula in spreadsheet, urban, male (%)"
ICTSKILLCOPA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), both sexes (%)"
ICTSKILLCOPA.AG15T24,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 15-24 years old, both sexes (%)"
ICTSKILLCOPA.AG15T24.F,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 15-24 years old, female (%)"
ICTSKILLCOPA.AG15T24.GPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLCOPA.AG15T24.M,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 15-24 years old, male (%)"
ICTSKILLCOPA.AG25T74,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 25-74 years old, both sexes (%)"
ICTSKILLCOPA.AG25T74.F,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 25-74 years old, female (%)"
ICTSKILLCOPA.AG25T74.GPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLCOPA.AG25T74.M,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 25-74 years old, male (%)"
ICTSKILLCOPA.AG75OROVER,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 75 years old or over, both sexes (%)"
ICTSKILLCOPA.AG75OROVER.F,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 75 years old or over, female (%)"
ICTSKILLCOPA.AG75OROVER.GPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLCOPA.AG75OROVER.M,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), 75 years old or over, male (%)"
ICTSKILLCOPA.AGUNDER15Y,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), under 15 years old, both sexes (%)"
ICTSKILLCOPA.AGUNDER15Y.F,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), under 15 years old, female (%)"
ICTSKILLCOPA.AGUNDER15Y.GPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLCOPA.AGUNDER15Y.M,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), under 15 years old, male (%)"
ICTSKILLCOPA.F,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), female (%)"
ICTSKILLCOPA.F.LPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), female, adjusted location parity index (LPIA)"
ICTSKILLCOPA.GPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), adjusted gender parity index (GPIA)"
ICTSKILLCOPA.LPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), adjusted location parity index (LPIA)"
ICTSKILLCOPA.M,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), male (%)"
ICTSKILLCOPA.M.LPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), male, adjusted location parity index (LPIA)"
ICTSKILLCOPA.RUR,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), rural, both sexes (%)"
ICTSKILLCOPA.RUR.F,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), rural, female (%)"
ICTSKILLCOPA.RUR.GPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), rural, adjusted gender parity index (GPIA)"
ICTSKILLCOPA.RUR.M,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), rural, male (%)"
ICTSKILLCOPA.URB,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), urban, both sexes (%)"
ICTSKILLCOPA.URB.F,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), urban, female (%)"
ICTSKILLCOPA.URB.GPIA,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), urban, adjusted gender parity index (GPIA)"
ICTSKILLCOPA.URB.M,"Proportion of youth and adults that used copy and paste tools to duplicate or move data, information and content in digital environments (e.g. within a document, between devices, on the cloud), urban, male (%)"
ICTSKILLDLDONLD,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, both sexes (%)"
